date,sales
2023-08-10,105.38214758290917
2023-08-11,105.16551857094908
2023-08-12,102.56067672316763
2023-08-13,104.8294159911649
2023-08-14,105.02581801814247
2023-08-15,109.52721398029769
2023-08-16,108.17087695369358
2023-08-17,102.63767719781059
2023-08-18,103.69846414014204
2023-08-19,101.27754045546112
2023-08-20,102.95636586358707
2023-08-21,104.7045417318606
2023-08-22,106.42282111387105
2023-08-23,102.49299191084238
2023-08-24,102.58520856907727
2023-08-25,99.54359330269654
2023-08-26,103.45986869570072
2023-08-27,101.60979066182172
2023-08-28,102.62757915802877
2023-08-29,101.88702364947845
2023-08-30,103.40898431796424
2023-08-31,100.04132151978847
2023-09-01,100.58448822871891
2023-09-02,107.74143103696338
2023-09-03,100.87503279771659
2023-09-04,101.22585561679578
2023-09-05,107.06543414929352
2023-09-06,109.17657631523397
2023-09-07,101.00082044140716
2023-09-08,102.58766582583
2023-09-09,103.99020387995009
2023-09-10,106.75015597843138
2023-09-11,101.30747238018922
2023-09-12,102.78183287421157
2023-09-13,104.82105935200178
2023-09-14,104.13272218262877
2023-09-15,102.51050968766683
2023-09-16,102.99764858532643
2023-09-17,100.5208305530194
2023-09-18,102.80247054576006
2023-09-19,102.75711951365841
2023-09-20,103.76820286279762
2023-09-21,102.21008004256215
2023-09-22,104.28359554545197
2023-09-23,105.38865573331626
2023-09-24,103.69971801540238
2023-09-25,104.12094432412427
2023-09-26,103.55525758414878
2023-09-27,103.48357976864112
2023-09-28,102.07771232426037
2023-09-29,104.19419136749627
2023-09-30,103.40996399629944
2023-10-01,107.83717003131382
2023-10-02,106.84680240758858
2023-10-03,104.5240080853141
2023-10-04,102.28138546821363
2023-10-05,101.64082284447753
2023-10-06,106.30903617509618
2023-10-07,104.51630848882249
2023-10-08,105.01810773784369
2023-10-09,100.63860593187229
2023-10-10,106.05555201224283
2023-10-11,105.18534625248887
2023-10-12,102.13440046365014
2023-10-13,103.49388568238402
2023-10-14,105.04895099365646
2023-10-15,104.71392904498829
2023-10-16,104.11501840987783
2023-10-17,104.58562408731953
2023-10-18,104.38474740486322
2023-10-19,105.29277675828588
2023-10-20,108.03241878303477
2023-10-21,100.06071924386598
2023-10-22,104.82773889156168
2023-10-23,105.76465255451565
2023-10-24,106.11657114358223
2023-10-25,104.89645796019107
2023-10-26,102.2452765531895
2023-10-27,106.53585283940187
2023-10-28,109.45839173180593
2023-10-29,103.06246372557223
2023-10-30,107.98698092796273
2023-10-31,105.73403250231178
2023-11-01,106.40278776104633
2023-11-02,104.55656339583408
2023-11-03,106.13291674001296
2023-11-04,109.54390513305313
2023-11-05,108.25360422031734
2023-11-06,110.69985767779575
2023-11-07,109.73943318788177
2023-11-08,108.41456247611238
2023-11-09,111.17841248476782
2023-11-10,108.72502780676885
2023-11-11,109.66182808475473
2023-11-12,107.57380000814496
2023-11-13,108.46337075475286
2023-11-14,107.10098212375958
2023-11-15,110.6427274862306
2023-11-16,106.47682653095252
2023-11-17,110.57011741431884
2023-11-18,108.798170212753
2023-11-19,111.6980579986052
2023-11-20,111.03539179503974
2023-11-21,113.35499670494379
2023-11-22,111.35722637337551
2023-11-23,106.93545200428483
2023-11-24,110.13132495305233
2023-11-25,108.10871874520272
2023-11-26,109.60543758072944
2023-11-27,113.85543930364226
2023-11-28,112.30071449011918
2023-11-29,109.82208742745951
2023-11-30,109.38840919346372
2023-12-01,111.67885474723148
2023-12-02,109.37912419963797
2023-12-03,110.67038104404895
2023-12-04,112.83851623407396
2023-12-05,114.72833065480928
2023-12-06,113.83976701894456
2023-12-07,108.24548495668063
2023-12-08,113.64385356600077
2023-12-09,113.3874330840291
2023-12-10,114.28053514183867
2023-12-11,116.89565814153869
2023-12-12,109.74829445044938
2023-12-13,112.90509653269413
2023-12-14,115.48260039902381
2023-12-15,111.35198687228602
2023-12-16,117.68231652076597
2023-12-17,115.68318027423943
2023-12-18,116.8564403116273
2023-12-19,114.23889754691476
2023-12-20,117.22648238124623
2023-12-21,117.95467601354564
2023-12-22,116.50282459845957
2023-12-23,116.72571357875458
2023-12-24,117.0178987574308
2023-12-25,114.97122902152772
2023-12-26,116.62392566504494
2023-12-27,116.83530694772081
2023-12-28,118.12876346068377
2023-12-29,119.58345182158806
2023-12-30,115.68871171981573
2023-12-31,117.7778483778025
2024-01-01,121.21291109531795
2024-01-02,116.98495710393321
2024-01-03,117.04971608164682
2024-01-04,119.32080905589491
2024-01-05,120.82679464899384
2024-01-06,119.38250009849578
2024-01-07,122.23893815534834
2024-01-08,121.5156684141266
2024-01-09,121.70642785491279
2024-01-10,121.35132120929102
2024-01-11,125.11823764250694
2024-01-12,120.27194372070035
2024-01-13,116.89400041455316
2024-01-14,124.32772385307594
2024-01-15,120.42132879814585
2024-01-16,121.76929383984793
2024-01-17,124.3886829450621
2024-01-18,118.78030524668824
2024-01-19,119.6959178183506
2024-01-20,119.21014074268594
2024-01-21,121.0369564158903
2024-01-22,123.7160344337977
2024-01-23,124.09562111453228
2024-01-24,123.80918242109318
2024-01-25,120.639348124275
2024-01-26,119.05172915285787
2024-01-27,123.98646309628506
2024-01-28,123.13874135012745
2024-01-29,125.20427425246174
2024-01-30,125.89124565360042
2024-01-31,124.96423836571714
2024-02-01,126.40697560927275
2024-02-02,125.54257882188563
2024-02-03,126.34018112658593
2024-02-04,124.06500660593643
2024-02-05,125.30779473524825
2024-02-06,126.25155492785191
2024-02-07,127.68832382044246
2024-02-08,125.44728635670211
2024-02-09,127.4628019958729
2024-02-10,126.072645425071
2024-02-11,126.55121127569355
2024-02-12,128.62538426647095
2024-02-13,123.15831544622115
2024-02-14,124.72758301608715
2024-02-15,124.53021247563083
2024-02-16,122.99933398312115
2024-02-17,126.47991150264878
2024-02-18,129.5030380290953
2024-02-19,127.59995274420041
2024-02-20,128.7286382486693
2024-02-21,130.67258326226096
2024-02-22,131.30833077524312
2024-02-23,128.67118069811548
2024-02-24,131.67078266088558
2024-02-25,129.29964390694184
2024-02-26,127.5899690853692
2024-02-27,128.22290555926062
2024-02-28,126.59511103121473
2024-02-29,127.92190320780799
2024-03-01,129.12160620660916
2024-03-02,131.5817335860532
2024-03-03,133.5504567137744
2024-03-04,127.47631206867956
2024-03-05,131.15546840111534
2024-03-06,128.41522081820736
2024-03-07,131.56953230495276
2024-03-08,130.4791065804779
2024-03-09,127.19790122547128
2024-03-10,132.83201081892895
2024-03-11,129.8783708626118
2024-03-12,130.13076010267187
2024-03-13,129.16645905169204
2024-03-14,130.10199860957644
2024-03-15,132.3681291473089
2024-03-16,131.23280915685018
2024-03-17,132.36472338111352
2024-03-18,132.52448292637277
2024-03-19,134.53232786278053
2024-03-20,131.29291111332782
2024-03-21,129.1093490690246
2024-03-22,134.2791830006649
2024-03-23,131.56051807974535
2024-03-24,134.5285098400283
2024-03-25,133.1389763205443
2024-03-26,132.17990400853284
2024-03-27,133.2067417495644
2024-03-28,136.47527485133415
2024-03-29,136.78831526966314
2024-03-30,132.83126238266237
2024-03-31,133.06806620643303
2024-04-01,134.9523877122947
2024-04-02,131.15784452101266
2024-04-03,133.56160355211009
2024-04-04,132.88707145994263
2024-04-05,133.60698803156905
2024-04-06,131.3498514056429
2024-04-07,129.87191812438905
2024-04-08,128.93660162069156
2024-04-09,130.87637241395532
2024-04-10,132.21942533244473
2024-04-11,132.57309832634078
2024-04-12,137.05372784465885
2024-04-13,135.40812365626948
2024-04-14,131.28592327364044
2024-04-15,133.91659887119252
2024-04-16,132.41522135754
2024-04-17,132.6659778095613
2024-04-18,133.60782946870373
2024-04-19,134.47515220025525
2024-04-20,132.55509883235368
2024-04-21,135.35531449937295
2024-04-22,130.9349370106695
2024-04-23,133.21991743510435
2024-04-24,138.3882546751226
2024-04-25,133.6219957458445
2024-04-26,136.02247531415452
2024-04-27,133.31659837959327
2024-04-28,134.26994709800869
2024-04-29,132.96700683750953
2024-04-30,132.70930687740696
2024-05-01,131.4580983936424
2024-05-02,133.84202399841422
2024-05-03,131.24014731912675
2024-05-04,134.23366104615752
2024-05-05,135.0298288030782
2024-05-06,133.54660480171356
2024-05-07,132.19288304734778
2024-05-08,133.62273062182683
2024-05-09,132.04448252673333
2024-05-10,134.47759280171744
2024-05-11,128.88602824524017
2024-05-12,131.81767139166814
2024-05-13,128.4450442850721
2024-05-14,129.37209844803158
2024-05-15,135.0233000004927
2024-05-16,134.017139100703
2024-05-17,130.7168756345022
2024-05-18,129.07780535678796
2024-05-19,126.07867641908688
2024-05-20,130.84364762627007
2024-05-21,136.69239359658565
2024-05-22,132.64031567529292
2024-05-23,130.56848357385937
2024-05-24,132.5330064186339
2024-05-25,128.3943239262603
2024-05-26,130.83320579752947
2024-05-27,131.53667762507473
2024-05-28,131.0736913204597
2024-05-29,132.73401662878666
2024-05-30,131.74659093409144
2024-05-31,132.29727594637453
2024-06-01,129.48567356999624
2024-06-02,132.55835788790802
2024-06-03,133.91946897198665
2024-06-04,128.6187678957818
2024-06-05,128.6797965320758
2024-06-06,133.021572072336
2024-06-07,129.8608716147661
2024-06-08,132.9435455506978
2024-06-09,129.1420082282553
2024-06-10,132.8272284598391
2024-06-11,130.06909476031825
2024-06-12,130.2105424688907
2024-06-13,132.7105064526981
2024-06-14,128.74358723784655
2024-06-15,127.47006256014224
2024-06-16,128.33952651122337
2024-06-17,130.02488970609565
2024-06-18,125.87153855794512
2024-06-19,130.1601509597002
2024-06-20,127.6891862627003
2024-06-21,130.94329117872275
2024-06-22,123.73954951958424
2024-06-23,126.83486041899042
2024-06-24,124.91454547205761
2024-06-25,126.51413113848903
2024-06-26,128.5406993003899
2024-06-27,127.56541154143513
2024-06-28,127.2953776357619
2024-06-29,127.36185258728518
2024-06-30,127.96496088351121
2024-07-01,125.41899788500068
2024-07-02,128.72762931291123
2024-07-03,128.51714753849967
2024-07-04,127.83985354526689
2024-07-05,128.0609341118446
2024-07-06,127.41897120928269
2024-07-07,130.77477910729016
2024-07-08,126.40922158667803
2024-07-09,125.84835178880503
2024-07-10,124.8349528700865
2024-07-11,124.15740452945917
2024-07-12,123.61339056754224
2024-07-13,124.2056764756024
2024-07-14,125.7234300822979
2024-07-15,126.4155335546893
2024-07-16,125.73206231229497
2024-07-17,123.9822745178605
2024-07-18,127.19806237604777
2024-07-19,126.76169715186701
2024-07-20,124.84963297579769
2024-07-21,123.75008288842528
2024-07-22,126.04073271495228
2024-07-23,125.20880986767455
2024-07-24,121.82666582913026
2024-07-25,124.47813672146653
2024-07-26,125.03051203599254
2024-07-27,122.60060702732896
2024-07-28,124.67449894216995
2024-07-29,121.28128809439984
2024-07-30,126.76077712328569
2024-07-31,126.48317289903198
2024-08-01,123.38254719693633
2024-08-02,124.51628476551961
2024-08-03,118.87285558678091
2024-08-04,121.28490029406282
2024-08-05,122.916549535594
2024-08-06,121.26801127810305
2024-08-07,124.7509404423366
2024-08-08,127.22835242924677
2024-08-09,120.79392456150812
2024-08-10,121.38744504587127
2024-08-11,123.45034960425423
2024-08-12,126.1206687249084
2024-08-13,120.37461273278485
2024-08-14,123.24033814984372
2024-08-15,126.30978543275643
2024-08-16,119.2906456025697
2024-08-17,119.96109244954872
2024-08-18,121.60721124621345
2024-08-19,121.34660306580322
2024-08-20,123.9485343001872
2024-08-21,122.74443331173626
2024-08-22,118.65123546704534
2024-08-23,123.17432225501449
2024-08-24,120.93309358746254
2024-08-25,124.58409497067305
2024-08-26,120.72944441266701
2024-08-27,120.66322744655643
2024-08-28,122.9730084274227
2024-08-29,123.37336239114325
2024-08-30,122.70297703037413
2024-08-31,118.39738408473127
2024-09-01,122.8090056927633
2024-09-02,119.63126185691584
2024-09-03,122.1399789968816
2024-09-04,118.79413822185278
2024-09-05,122.5090862718393
2024-09-06,119.9807558904431
2024-09-07,119.00889443888502
2024-09-08,122.98473305103386
2024-09-09,122.0260497329737
2024-09-10,120.30323293425991
2024-09-11,124.42474626413792
2024-09-12,120.6350793567388
2024-09-13,121.57740538163742
2024-09-14,122.05064872548425
2024-09-15,120.27596264610129
2024-09-16,122.46289475655922
2024-09-17,120.46191333937993
2024-09-18,120.7166178492439
2024-09-19,124.27914836315179
2024-09-20,119.48956237517532
2024-09-21,116.76495783850271
2024-09-22,124.83509808770039
2024-09-23,126.73751526527946
2024-09-24,120.85689297642719
2024-09-25,117.82527080775266
2024-09-26,121.1124430300664
2024-09-27,121.19838249166473
2024-09-28,121.43135516210515
2024-09-29,119.62776110928272
2024-09-30,123.05995569840559
2024-10-01,122.99910735321026
2024-10-02,119.01350374056248
2024-10-03,123.45589335099295
2024-10-04,126.22101575233614
2024-10-05,122.52067093379257
2024-10-06,121.5661597143912
2024-10-07,122.02381450224543
2024-10-08,123.60829143975782
2024-10-09,118.98933183811202
2024-10-10,122.85528698201475
2024-10-11,121.82433393355346
2024-10-12,126.382585323196
2024-10-13,122.42317111733352
2024-10-14,126.19477067051484
2024-10-15,120.74187938592091
2024-10-16,124.21711895705704
2024-10-17,123.77750268885946
2024-10-18,121.49955723835137
2024-10-19,123.69422706632234
2024-10-20,125.86907379939176
2024-10-21,122.90385601200785
2024-10-22,120.27770241343121
2024-10-23,123.73945751125316
2024-10-24,122.08544093324863
2024-10-25,123.32403824081888
2024-10-26,123.9666863326034
2024-10-27,120.84238687144654
2024-10-28,121.14886985676318
2024-10-29,125.4734585716174
2024-10-30,123.5956455562182
2024-10-31,119.6459477690629
2024-11-01,126.48204849045824
2024-11-02,125.5965685952732
2024-11-03,123.76606629558225
2024-11-04,122.70463331422543
2024-11-05,127.15685025960452
2024-11-06,126.33331065504726
2024-11-07,130.55159368362138
2024-11-08,126.7809206298821
2024-11-09,126.87244777181625
2024-11-10,125.9219958709435
2024-11-11,128.05049364961596
2024-11-12,127.83044952553075
2024-11-13,129.2492797874905
2024-11-14,125.87091377976631
2024-11-15,126.21261883129432
2024-11-16,126.29721038765955
2024-11-17,129.01107577012132
2024-11-18,130.602312692264
2024-11-19,126.8659728312786
2024-11-20,127.114156934064
2024-11-21,128.77383143883785
2024-11-22,127.83800951556552
2024-11-23,130.4193386051285
2024-11-24,124.19917854915425
2024-11-25,127.23858717162823
2024-11-26,127.51814976916593
2024-11-27,124.63493484355152
2024-11-28,127.5426713958794
2024-11-29,127.83553169465266
2024-11-30,129.4610812524413
2024-12-01,132.28817628172075
2024-12-02,129.77254029646073
2024-12-03,128.4028698504292
2024-12-04,130.55379750016883
2024-12-05,132.97059131737836
2024-12-06,129.12614634164703
2024-12-07,129.46397034009738
2024-12-08,132.61046385611237
2024-12-09,131.25968233963167
2024-12-10,133.20820815965524
2024-12-11,132.09747742046827
2024-12-12,133.74063067925547
2024-12-13,130.48063152535582
2024-12-14,132.74100636961737
2024-12-15,132.55903839593262
2024-12-16,130.76468520062988
2024-12-17,130.28631644420312
2024-12-18,135.00228294050768
2024-12-19,133.14705023687782
2024-12-20,132.02317233827293
2024-12-21,134.09471068433857
2024-12-22,136.76294950805578
2024-12-23,130.1657365881235
2024-12-24,131.95464217119982
2024-12-25,133.3232101417351
2024-12-26,138.3127097460662
2024-12-27,136.1771496978154
2024-12-28,137.36843780868992
2024-12-29,133.77546204552007
2024-12-30,134.03879468790058
